UID        PID  PPID   LWP  C NLWP STIME TTY          TIME CMD
root      1004     1  1050  0    5 20:37 ?        00:00:00 /usr/lib/udisks2/udisksd
root      1004     1  1149  0    5 20:37 ?        00:00:00 /usr/lib/udisks2/udisksd
root      1004     1  1201  0    5 20:37 ?        00:00:00 /usr/lib/udisks2/udisksd
root      1008     1  1008  0   14 20:37 ?        00:00:00 /usr/lib/snapd/snapd
root      1008     1  1242  0   14 20:37 ?        00:00:00 /usr/lib/snapd/snapd
root      1008     1  1243  0   14 20:37 ?        00:00:00 /usr/lib/snapd/snapd
root      1008     1  1244  0   14 20:37 ?        00:00:00 /usr/lib/snapd/snapd
root      1008     1  1245  0   14 20:37 ?        00:00:00 /usr/lib/snapd/snapd
root      1008     1  1357  0   14 20:37 ?        00:00:00 /usr/lib/snapd/snapd
root      1008     1  1422  0   14 20:37 ?        00:00:00 /usr/lib/snapd/snapd
root      1008     1  1438  0   14 20:37 ?        00:00:00 /usr/lib/snapd/snapd
root      1008     1  2937  0   14 20:37 ?        00:00:00 /usr/lib/snapd/snapd
root      1008     1  2938  0   14 20:37 ?        00:00:00 /usr/lib/snapd/snapd
root      1008     1  2939  0   14 20:37 ?        00:00:00 /usr/lib/snapd/snapd
root      1008     1  2940  0   14 20:37 ?        00:00:00 /usr/lib/snapd/snapd
root      1008     1  2941  0   14 20:37 ?        00:00:00 /usr/lib/snapd/snapd
root      1008     1  3132  0   14 20:37 ?        00:00:00 /usr/lib/snapd/snapd
root      1089     1  1089  0    3 20:37 ?        00:00:00 /usr/lib/policykit-1/polkitd --no-debug
root      1089     1  1116  0    3 20:37 ?        00:00:00 /usr/lib/policykit-1/polkitd --no-debug
root      1089     1  1120  0    3 20:37 ?        00:00:00 /usr/lib/policykit-1/polkitd --no-debug
root      1095     1  1095  0    3 20:37 ?        00:00:00 /usr/sbin/cups-browsed
root      1095     1  1232  0    3 20:37 ?        00:00:00 /usr/sbin/cups-browsed
root      1095     1  1234  0    3 20:37 ?        00:00:00 /usr/sbin/cups-browsed
colord    1098     1  1098  0    3 20:37 ?        00:00:00 /usr/lib/colord/colord
colord    1098     1  1136  0    3 20:37 ?        00:00:00 /usr/lib/colord/colord
colord    1098     1  1139  0    3 20:37 ?        00:00:00 /usr/lib/colord/colord
postgres  1220     1  1220  0    1 20:37 ?        00:00:00 /usr/lib/postgresql/10/bin/postgres -D /var/lib/postgresql/10/main -c config_file=/etc/postgresql/10/main/postgresql.conf
postgres  1261  1220  1261  0    1 20:37 ?        00:00:00 postgres: 10/main: checkpointer process   
postgres  1262  1220  1262  0    1 20:37 ?        00:00:00 postgres: 10/main: writer process   
postgres  1263  1220  1263  0    1 20:37 ?        00:00:00 postgres: 10/main: wal writer process   
postgres  1265  1220  1265  0    1 20:37 ?        00:00:00 postgres: 10/main: autovacuum launcher process   
postgres  1267  1220  1267  0    1 20:37 ?        00:00:00 postgres: 10/main: stats collector process   
postgres  1268  1220  1268  0    1 20:37 ?        00:00:00 postgres: 10/main: bgworker: logical replication launcher   
root      1340     1  1340  0    1 20:37 ?        00:00:00 nginx: master process /usr/sbin/nginx -g daemon on; master_process on;
www-data  1342  1340  1342  0    1 20:37 ?        00:00:00 nginx: worker process
www-data  1345  1340  1345  0    1 20:37 ?        00:00:00 nginx: worker process
www-data  1346  1340  1346  0    1 20:37 ?        00:00:00 nginx: worker process
www-data  1347  1340  1347  0    1 20:37 ?        00:00:00 nginx: worker process
www-data  1348  1340  1348  0    1 20:37 ?        00:00:00 nginx: worker process
www-data  1350  1340  1350  0    1 20:37 ?        00:00:00 nginx: worker process
www-data  1351  1340  1351  0    1 20:37 ?        00:00:00 nginx: worker process
www-data  1352  1340  1352  0    1 20:37 ?        00:00:00 nginx: worker process
root      1369     1  1369  0    3 20:37 ?        00:00:00 /usr/sbin/gdm3
root      1369     1  1382  0    3 20:37 ?        00:00:00 /usr/sbin/gdm3
root      1369     1  1385  0    3 20:37 ?        00:00:00 /usr/sbin/gdm3
root      1391  1369  1391  0    3 20:37 ?        00:00:00 gdm-session-worker [pam/gdm-launch-environment]
root      1391  1369  1392  0    3 20:37 ?        00:00:00 gdm-session-worker [pam/gdm-launch-environment]
root      1391  1369  1393  0    3 20:37 ?        00:00:00 gdm-session-worker [pam/gdm-launch-environment]
gdm       1448     1  1448  0    1 20:37 ?        00:00:00 /lib/systemd/systemd --user
gdm       1458  1448  1458  0    1 20:37 ?        00:00:00 (sd-pam)
gdm       1487  1391  1487  0    3 20:37 tty1     00:00:00 /usr/lib/gdm3/gdm-wayland-session gnome-session --autostart /usr/share/gdm/greeter/autostart
gdm       1487  1391  1488  0    3 20:37 tty1     00:00:00 /usr/lib/gdm3/gdm-wayland-session gnome-session --autostart /usr/share/gdm/greeter/autostart
gdm       1487  1391  1490  0    3 20:37 tty1     00:00:00 /usr/lib/gdm3/gdm-wayland-session gnome-session --autostart /usr/share/gdm/greeter/autostart
gdm       1489  1448  1489  0    1 20:37 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
gdm       1491  1487  1491  0    4 20:37 tty1     00:00:00 /usr/lib/gnome-session/gnome-session-binary --autostart /usr/share/gdm/greeter/autostart
gdm       1491  1487  1500  0    4 20:37 tty1     00:00:00 /usr/lib/gnome-session/gnome-session-binary --autostart /usr/share/gdm/greeter/autostart
gdm       1491  1487  1501  0    4 20:37 tty1     00:00:00 /usr/lib/gnome-session/gnome-session-binary --autostart /usr/share/gdm/greeter/autostart
gdm       1491  1487  1504  0    4 20:37 tty1     00:00:00 /usr/lib/gnome-session/gnome-session-binary --autostart /usr/share/gdm/greeter/autostart
gdm       1508  1491  1508  0   32 20:37 tty1     00:00:20 /usr/bin/gnome-shell
gdm       1508  1491  1511  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1512  0   32 20:37 tty1     00:00:01 /usr/bin/gnome-shell
gdm       1508  1491  1513  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1556  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1558  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1559  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1560  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1561  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1562  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1563  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1564  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1565  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1566  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1567  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1568  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1569  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1570  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1608  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1633  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1634  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1635  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1636  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1637  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1638  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1639  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1640  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1641  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1642  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1643  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491  1644  0   32 20:37 tty1     00:00:00 /usr/bin/gnome-shell
gdm       1508  1491 18436  0   32 23:11 tty1     00:00:00 /usr/bin/gnome-shell
root      1515     1  1515  0    3 20:37 ?        00:00:00 /usr/lib/upower/upowerd
root      1515     1  1527  0    3 20:37 ?        00:00:00 /usr/lib/upower/upowerd
root      1515     1  1531  0    3 20:37 ?        00:00:00 /usr/lib/upower/upowerd
root      1557     2  1557  0    1 20:37 ?        00:00:00 [kworker/u17:1]
gdm       1585  1508  1585  0   10 20:37 tty1     00:00:00 /usr/bin/Xwayland :1024 -rootless -terminate -accessx -core -listen 4 -listen 5 -displayfd 6
gdm       1585  1508  1586  0   10 20:37 tty1     00:00:00 /usr/bin/Xwayland :1024 -rootless -terminate -accessx -core -listen 4 -listen 5 -displayfd 6
gdm       1585  1508  1587  0   10 20:37 tty1     00:00:00 /usr/bin/Xwayland :1024 -rootless -terminate -accessx -core -listen 4 -listen 5 -displayfd 6
gdm       1585  1508  1588  0   10 20:37 tty1     00:00:00 /usr/bin/Xwayland :1024 -rootless -terminate -accessx -core -listen 4 -listen 5 -displayfd 6
gdm       1585  1508  1589  0   10 20:37 tty1     00:00:00 /usr/bin/Xwayland :1024 -rootless -terminate -accessx -core -listen 4 -listen 5 -displayfd 6
gdm       1585  1508  1590  0   10 20:37 tty1     00:00:00 /usr/bin/Xwayland :1024 -rootless -terminate -accessx -core -listen 4 -listen 5 -displayfd 6
gdm       1585  1508  1591  0   10 20:37 tty1     00:00:00 /usr/bin/Xwayland :1024 -rootless -terminate -accessx -core -listen 4 -listen 5 -displayfd 6
gdm       1585  1508  1592  0   10 20:37 tty1     00:00:00 /usr/bin/Xwayland :1024 -rootless -terminate -accessx -core -listen 4 -listen 5 -displayfd 6
gdm       1585  1508  1593  0   10 20:37 tty1     00:00:00 /usr/bin/Xwayland :1024 -rootless -terminate -accessx -core -listen 4 -listen 5 -displayfd 6
gdm       1585  1508  1594  0   10 20:37 tty1     00:00:00 /usr/bin/Xwayland :1024 -rootless -terminate -accessx -core -listen 4 -listen 5 -displayfd 6
gdm       1598  1448  1598  0    4 20:37 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher
gdm       1598  1448  1599  0    4 20:37 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher
gdm       1598  1448  1600  0    4 20:37 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher
gdm       1598  1448  1602  0    4 20:37 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher
gdm       1603  1598  1603  0    1 20:37 ?        00:00:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 3
gdm       1605  1448  1605  0    3 20:37 ?        00:00:00 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
gdm       1605  1448  1606  0    3 20:37 ?        00:00:00 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
gdm       1605  1448  1607  0    3 20:37 ?        00:00:00 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
gdm       1609  1448  1609  0    3 20:37 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no
gdm       1609  1448  1628  0    3 20:37 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no
gdm       1609  1448  1629  0    3 20:37 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no
rtkit     1610     1  1610  0    3 20:37 ?        00:00:00 /usr/lib/rtkit/rtkit-daemon
rtkit     1610     1  1623  0    3 20:37 ?        00:00:00 /usr/lib/rtkit/rtkit-daemon
rtkit     1610     1  1624  0    3 20:37 ?        00:00:00 /usr/lib/rtkit/rtkit-daemon
gdm       1652  1508  1652  0    3 20:37 tty1     00:00:00 ibus-daemon --xim --panel disable
gdm       1652  1508  1653  0    3 20:37 tty1     00:00:00 ibus-daemon --xim --panel disable
gdm       1652  1508  1656  0    3 20:37 tty1     00:00:00 ibus-daemon --xim --panel disable
gdm       1655  1652  1655  0    4 20:37 tty1     00:00:00 /usr/lib/ibus/ibus-dconf
gdm       1655  1652  1661  0    4 20:37 tty1     00:00:00 /usr/lib/ibus/ibus-dconf
gdm       1655  1652  1663  0    4 20:37 tty1     00:00:00 /usr/lib/ibus/ibus-dconf
gdm       1655  1652  1665  0    4 20:37 tty1     00:00:00 /usr/lib/ibus/ibus-dconf
gdm       1658     1  1658  0    4 20:37 tty1     00:00:00 /usr/lib/ibus/ibus-x11 --kill-daemon
gdm       1658     1  1799  0    4 20:37 tty1     00:00:00 /usr/lib/ibus/ibus-x11 --kill-daemon
gdm       1658     1  1822  0    4 20:37 tty1     00:00:00 /usr/lib/ibus/ibus-x11 --kill-daemon
gdm       1658     1  1823  0    4 20:37 tty1     00:00:00 /usr/lib/ibus/ibus-x11 --kill-daemon
gdm       1660  1448  1660  0    3 20:37 ?        00:00:00 /usr/lib/ibus/ibus-portal
gdm       1660  1448  1664  0    3 20:37 ?        00:00:00 /usr/lib/ibus/ibus-portal
gdm       1660  1448  1666  0    3 20:37 ?        00:00:00 /usr/lib/ibus/ibus-portal
root      1705     1  1705  0    3 20:37 ?        00:00:00 /usr/lib/x86_64-linux-gnu/boltd
root      1705     1  1738  0    3 20:37 ?        00:00:00 /usr/lib/x86_64-linux-gnu/boltd
root      1705     1  1743  0    3 20:37 ?        00:00:00 /usr/lib/x86_64-linux-gnu/boltd
root      1710     1  1710  0    3 20:37 ?        00:00:00 /usr/lib/packagekit/packagekitd
root      1710     1  1721  0    3 20:37 ?        00:00:00 /usr/lib/packagekit/packagekitd
root      1710     1  1723  0    3 20:37 ?        00:00:00 /usr/lib/packagekit/packagekitd
gdm       1717  1491  1717  0    5 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-xsettings
gdm       1717  1491  1806  0    5 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-xsettings
gdm       1717  1491  1826  0    5 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-xsettings
gdm       1717  1491  1829  0    5 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-xsettings
gdm       1717  1491  1837  0    5 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-xsettings
gdm       1747  1491  1747  0    4 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
gdm       1747  1491  1751  0    4 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
gdm       1747  1491  1753  0    4 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
gdm       1747  1491  1785  0    4 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
gdm       1749  1491  1749  0    4 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-clipboard
gdm       1749  1491  1800  0    4 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-clipboard
gdm       1749  1491  1808  0    4 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-clipboard
gdm       1749  1491  1811  0    4 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-clipboard
gdm       1750  1491  1750  0    5 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-color
gdm       1750  1491  1801  0    5 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-color
gdm       1750  1491  1814  0    5 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-color
gdm       1750  1491  1816  0    5 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-color
gdm       1750  1491  1818  0    5 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-color
gdm       1752  1491  1752  0    3 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-datetime
gdm       1752  1491  1765  0    3 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-datetime
gdm       1752  1491  1766  0    3 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-datetime
gdm       1754  1491  1754  0    3 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-housekeeping
gdm       1754  1491  1756  0    3 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-housekeeping
gdm       1754  1491  1758  0    3 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-housekeeping
gdm       1755  1491  1755  0    5 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-keyboard
gdm       1755  1491  1802  0    5 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-keyboard
gdm       1755  1491  1807  0    5 20:37 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-keyboard
